Indonesian,Minangkabau
tanggapanmu,tanggapan ang/kau
tangguh,bagak
tangguh,kuek
tanggung jawab,tanggung jawab
tanggungan,tangguangan
tangis,tangi
tangisan,tangih
tangisku,tangi den
tangkap,dapek
tangkap,tangkok
tangkapan,tangkok an 
tangkapannya,tangkok an nyo
tangkaplah,tangkoklah
tanpa,indakjo
tanpa,tanpa
tanpa,tanpo
tanpaku,tanpa den/awak/ambo
tanpamu,tanpa ang/kau
tanpanya,tanpannyo
tantangan,lawanan
tantangan,tantangan
tante,etek
tanya,tanyo
tanyakan,tanyo an
tanyakan,tanyokan
tanyalah,tanyolah
tape,tape
tapi,tapi
targetnya,targetnyo
tarian,tari
tarik,egang
tarik,elo
tarik,helo
tarik,irik
tarik,tarek
tarik,tariak
tarik,"tariak, hentak"
tarik,tarik
tariklah,eganglah
taring,saiang
taringnya,taringnyo
taruh,taruh
taruhan,rungguahan
taruhan,taruahan
taruhanku,taruhan den/awak/ambo
taruhanmu,taruhan ang/kau
taruhannya,taruhannyo
tas,bek
tas,tas
tasku,tas den/awak/ambo
tasmu,tas ang/kau
tasnya,tasnyo
tatap,tatap
tatapan,tatapan
tatapanmu,tatapan ang/kau
tato,tato
taukah,tau ndak
taulah,taulah
tautan,tautan
tawanan,tahanan
tawaran,maagoan
tawaran,maonyokan
tawaranku,tawar an den
tawarkan,tawar an
tawarlah,tawarlah
tayangkan,tayang an
tayangnya,tayanganyo
tebak,takok
tebak,tebak
tebakan,tebakan
tebakanku,tebakan den
tebaklah,takok lah
tebaklah,tebaklah
tebalkan,taba an
tebalkan,tabakan
tebunuh,tabunuah
tebusan,tebusan
tebusannya,tebusannyo
teduh,taduah
tega,tega
tegak,tagak
tegang,tagang
teganya,teganyo
teh,teh
teh,tieh
tejatuh,tajatuah
tekadmu,tekad ang/kau
tekan,tokan
tekanan,takanan
tekanan,tokonan
tekanannya,tekanannyo
tekanlah,takanlah
teknik,caro
teknik,kiek
teknisnya,teknisnyo
teknologinya,teknologinyo
telah,ala
telah,alah
telah,lah
telah,lah sudah
telah,olah
telah,satalah
telah,telah
telak,telak
telapak,talapak
telat,talambek
telefon,talipon
telepon,manelpon
telepon,talepon
telepon,telepon
teleponku,telepon den/awak/ambo
teleponlah,teleponlah
teleponmu,telepon ang/kau
teleponnya,teleponnyo
televisi,talipisi
televisi,tipi
telfon,telpon
telfonku,telpon den/awak/ambo
telfonmu,telpon ang/kau
telfonnya,telponnyo
telibat,talibaik
telihat,taliek
telinga,talingo
telingaku,talingo den/awak/ambo
telingamu,talingo ang/kau
telinganya,talingonyo
telpon,talepon
telpon,telpon
telponku,telpon den/awak/ambo
telponlah,telponlah
telponnya,telponnyo
telungkup,talungkuak
telungkup,talungkuik
telunjukku,taunjuak den
telunjukku,tunjuak den
tema,dasar carito
tema,pokok pikiran
tema,tema
temani,kawanan
temanku,kawan den
temanmu,kawan ang/kau
tembak,tambak
tembak,tembak
tembakan,ledakan
tembakan,tatembak
tembakan,tembaan
tembakan,tembak an
tembakan,tembak'an
tembakan,tembakan
tembakanmu,tembak an ang/kau
tembakannya,tembak an nyo
tembakkan,tembak an
tembaklah,tembaklah
tembaknya,tembaknyo
tembok,tambak dr batu
tembok,tembok
temboknya,temboknyo
tempat,tampek
tempat,tompek
tempat kejadian,tampek kejadian
tempat sampah,tampek sampah
tempat tidur,tampek lalok
tempatkan,tampek an
tempatku,tampek den/awak/ambo
tempatmu,tampek ang/kau
tempatnya,tampek
tempatnya,tampeknyo
tempatnya,tempatnyo
tempatnya,tompeknyo
tempel,tempel
tempo,kutiko
tempo,tempo
tempo,wakatu
temu,sobok
temui,jumpoi
temui,pasuoi
temui,sobokan
temui,suo
temui,tamui
temui,tomui
temuilah,tamuilah
temukan,basuo
temukan,jumpo
temukan,katamu
temukan,sobokan
temukan,suokan
temukan,tamuan
temukan,tamukan
temukan,tomukan
tenaga,tanago
tenaga,urang
tenaga kerja,tanago karajo
tenaga surya,tenago surya
tenagaku,tanago den
tenagamu,tanago ang/kau
tenaganya,tanagonyo
tenang,tanang
tenang,tonang
tenangkan,tanangan
tenanglah,batananglah
tenanglah,saba
tenanglah,tanangla
tenanglah,tananglah
tenanglah,tenanglah
tenanglah,tonanglah
tenangnya,tanangnyo
tenda,tenda
tendaku,tenda den
tendamu,tenda ang/kau
tendang,sepak
tendang,sipak
tendangan,sepak
tendangan,tendangan
tengah,sadang
tengah,tangah
tengah,tongah
tengah malam,tengah malam
tenggelam,tanggalam
tenggorakan,tenggorokan
tenggorokan,tangkurak
tenggorokanku,tenggorokan den
tenggorokannya,tenggorakan nyo
tengkorak,tangkurak
tengok,caliak
tengok,tengok
tengoklah,caliaklah
tengoklah,tengoklah
tentang,ape hal
tentang,tantang
tentang,tontang 
tentangku,tantang den/awak/ambo
tentangku,tontang den/awak/ambo
tentangmu,tantang ang/kau
tentangmu,tontang ang/kau
tentangnya,tantangnyo
tentangnya,tontangnyo
tentu,pasti
tentu,tantu
tentu,tontu
tentu saja,tentu sajo
tentukan,tantu an
tentukan,tantukan
tentulah,tantulah
tentulah,tontulah
tepat,tapek
tepat,topek
tepatnya,tapeknyo
tepi,pinggia
tepi,tapi
tepinya,topinyo
tepung,tapuang
terakhir,taakhir
terakhir,tarahia
terakhir,tarahiah
terakhir,tarahir
terakhir,tarakhir
terakhir,terahir
terakhirku,taakhir den/ambo/awak
terakhirmu,taakhir ang/kau
terakhirnya,taakhirnyo
teraman,taaman
teramat,taramaik
terampil,tarampil
teranginkan,tarangin an
terangkan,tarangan
terangkat,tarangkek
terangnya,tarangnyo
terapung,tarapuang
terarah,taarah
terasa,taraso
terasa,teraso
terasing,tarasiang
terbaik,paliang ancak
terbaik,paling rancak
terbaik,taancak
terbaik,tabaiak
terbaik,tabaik
terbaik,taelok
terbaik,tarancak
terbaik,terelok
terbaikku,taancak den/awak/ambo
terbaikku,taelok den/awak/ambo
terbaikmu,taancak ang/kau
terbaikmu,taelok ang/kau
terbaiknya,taancak nyo
terbaiknya,taelok nyo
terbakar,tabaka
terbakar,tabakah
terbakar,tapanggang
terbalaskan,tabaleh an
terbang,tabang
terbang,tobang
terbangkan,tabang an
terbanglah,tabanglah
terbangunlah,tajagolah
terbaring,talolok
terbaru,terbaru
terbayar,tabayia
terbelah,tabalah
terbelakang,tabalakang
terberat,tabarek
terbesar,paliang gadang
terbesar,paliang-gadang
terbesar,paling gadang
terbesar,ta gadang
terbesar,tabasa
terbesar,tagadang
terbesar,tegodang
terbiasa,tabiaso
terbuang,tabuang
terbuka,tabuka
terbuka,tabukak
terbuka,tabuko
terbuka,tasingkok
terbunuh,tabunuah
terbunuh,tabunuh
terbunuh,tabunuuh
terbunuh,terbunuh
terburuk,terburuak
terbutakan,tabuto an
tercantik,takamek
tercantik,tarancak
tercermin,tacamin
tercinta,tacinto
tercintaku,tacinto den/awak/ambo
tercintamu,tacinto ang/kau
tercintanya,tacintonyo
tercium,tacium
terdakwa,tadakwa
terdalam,tadalam
terdampar,tatampa
terdengar,tadanga
terdengar,tadango
terdengar,tadengo
terdengar,tedanga
terdepan,takamuko
terdesak,tadasak
terdesak,tadesak
terdeteksi,tadeteksi
terdiam,taanok
terdiam,tadiam
terdidik,tadidiak
terdidik,tadidik
terdorong,tadorong
terduduk,taduduak
terekam,tarekam
terfikir,tapikia
terfokus,tafokus
tergamang,tagamang
tergantikan,taganti an
tergantung,ta gantuong
tergantung,tagantuang
tergantung,tagantung
tergeletak,tagaletak
tergelincir,tagalincia
tergerak,tagerak
tergigit,tagigik
tergila,tagilo
tergorok,tagorok
tergoyahkan,tagoyahkan
terguling,taguliang
terhalangi,tahalangi
terhapus,ta apuih
terhapus,tahapuih
terhebat,paliang hebat
terhempas,ta ampeh
terhempas,tahampeh
terhormatnya,tahormatnyo
teriak,makiak
teriakanmu,pakiak an ang/kau
teriakannya,pakiak an nyo
teriakkan,pakiak an
teriaklah,mamakiaklah
terima,tarimo
terima,terima
terima,terimo
terima kasih,tarimo kasih
terimakasih,tarimo kasiah
terimakasih,tarimo kasih
terimakasih,tarimokasiah
terimakasih,tarimokasih
terimakasih,terimokasih
terimalah,tarimolah
terinjak,tainjak
terisi,tarisi
terjadi,tajadi
terjadwal,tajadwal
terjamin,tajamin
terjauh,tajauah
terjawab,tajawab
terjawab,tajawek
terjebak,taambek
terjebak,tajabak
terjebak,tajarek
terjebak,tajebak
terjebak,takuruang
terjebak,taparangkok
terjebak,taperangkok
terjebak,tejabak
terjepit,tajapik
terjumpa,tajumpo
terjumpanya,tajumponyo
terkabul,takabul
terkadang,kadang
terkadang,kadang kadang
terkadang,kadang tu
terkadang,takadang
terkadang,terkadang
terkatakan,takatoan
terkejar,takaja
terkejut,takajui
terkejut,takajuik
terkejut,takajuit
terkejut,takajuok
terkejutnya,takajuiknyo
terkena,takanai
terkenal,takanal
terkenal,takenal
terkenal,takonal
terkenal,tanamo
terkenal,tasabuik
terkenal,tasohor
terkenal,terkenal
terkeras,takareh
terkilir,takilia
terkloning,takloning
terkonfirmasi,takonfirmasi
terkontrol,takontrol
terkuat,takuek
terkubur,takubua
terkunci,takunci
terkutuk,takutuak
terkutuklah,takutuaklah
terlacak,talacak
terlalu,bakalabiahan
terlalu,talalu
terlalu,"talalu, talampau"
terlambat,talambek
terlangka,talangka
terlarang,talarang
terlatih,talatiah
terlelap,talalok
terlempar,tacampak
terlewatkan,talewat an
terlibat,sato
terlibat,tabaok
terlibat,talibaik
terlibat,talibek
terlibat,tamasuak
terlihat,nampak
terlihat,tacaliak
terlihat,tacaliek
terlihat,taliek
terlihat,tecaliak
terlihatlah,tacaliak lah
terlihatlah,taliek lah
terlindung,talinduang
terlindungi,talinduangi
terlintas,talinteh
terlipat,talipek
terlontar,tacampak
terluka,taluko
terluka,teluko
terlupa,talupo
terlupakan,talupoan
termalas,pamaleh
termanis,tamanih
termasuk,ta masuk
termasuk,tamasuak
termasuk,tamasuik
termasuk,tamasuk
terminal,parantian oto
terminal,sitasiun
terminal,tarminal
termudah,termudah
ternak,asa
ternak,asali
ternak,taranak
ternaknya,taranaknyo
ternilai,tanilai
ternoda,tenoda
ternyata,kironyo
ternyata,nyatonyo
ternyata,tanyato
ternyata,ternyato
terobosan,caro manambuih
terobosan,karajo
terobosan,manambuak
terobosan,proses
terobsesi,tarobsesi
terompet,tarompet
terompetnya,tarompetnyo
terong,tongak
terorganisir,terorganisir
terowongan,lubang kalam
terowongan,tarowongan
terpacu,tapacu
terpahat,tapahat
terpaku,tapaku
terpampang,tapampang
terpana,tapana
terpanas,paliang angek
terpancar,tapancar
terpancing,tapanciang
terpandai,terpandai
terpanggang,tapanggang
terparah,paliang parah
terparah,taparah
terparkir,taparkir
terpasang,tapasang
terpecah,tapacah
terpejam,tapiciang
terpencar,tapisah
terpendamku,tapendam den
terpental,tacampak
terperangkap,taparangkok
terperinci,taparinci
terpesona,tepesona
terpikirkan,tapikia an
terpintar,tacadiak
terprogram,terprogram
terpujilah,tapujilah
terpukau,tapukau
terpukau,terpukau
terpukul,tapukua
tersadar,tasadar
tersaji,tasaji
tersakiti,tasakiti
tersambar,tasamba
tersandung,tasanduang
tersandung,tasantuang
tersangka,ta sangko
tersangka,tasangko
tersangka,tersangko
tersanjung,tasanjuang
tersapu,tasapu
tersayang,tasayang
tersebut,itulah
tersebut,tasabuik
tersedak,tasadak
tersedak,tasedak
tersekat,tasekat
terselamat,tasalamaik
terselesaikan,tasalasaikan
tersembunyi,tasambunyi
tersengat,tasangek
tersentuh,tasentuh
tersenyum,tesenyum
tersenyumlah,tasanyumlah
terserah,tasarah
terserah,tasorah
terserahlah,tasarah lah
terserang,teserang
terserap,taserap
tersesat,tasasek
tersiksa,taseso
tersingkap,taingkok
tersipu,tasipu
tersisa,basiso
tersisa,ta siso
tersisa,tasisa
tersisa,tasiso
tersobek,takuyak
tersungkur,tasungkua
tertahankan,tatahankan
tertandingi,tatandingi
tertarik,katuju
tertarik,tairik
tertarik,tatariak
tertarik,tatarik
tertarik,tepikek
tertawa,galak
tertawa,golak
tertawa,ta galak
tertawa,tagalak
tertawakan,tagalak an
tertebus,tatebus
tertekan,tatakan
tertelungkup,talungkuik
tertembak,tatembak
tertembus,tatembus
tertera,tatera
tertidur,takolok
tertidur,talalok
tertikam,tatikam
tertimpa,tatimpa
tertindas,tatindas
tertinggal,tatingga
tertinggi,tatinggi
tertipu,tatipu
tertiup,tatiup
tertuju,tatuju
tertular,tatular
tertutupi,tetutupi
terucap,taucap
terukir,taukia
terulang,taulang
terurai,tarurai
terurai,taurai
terus,tarui
terus,taruih
terus,toruilah
teruskan,taruih an
teruskanlah,taruih an lah
teruskann,taruih an
teruslah,taruihlah
terwujud,tawujuik
tes,bauji
tes,cubo
tes,tes
tetangga,jiran
tetangga,urang sabalah rumah
tetanggaku,tetangga den
tetanggamu,tetangga ang/kau
tetap,tatap
tetap,tatauk
tetap,tetap
tetap,totap
tetapi,tapi
tetapi,tatapi
tetapkan,tetap an
tetaplah,tatoklah
tetaplah,tetaplah
tetaplah,totaplah
tetes,tetes
tetesan,tetesan
teteskan,tetes an
tetinggal,tatingga
tewas,maningga
tewas,mati
tewas,tewaih
tewas,tewas
tewas,tewas/abih nyawo
tewas,wafat
tewasnya,matinyo
tiada,dak ado
tiada,indak ado
tiada,ndak ado
tiada,takado
tiada,tiado
tiadanya,tiadonyo
tiap,acok
tiap,tiap
tiap,tiek
tiap,tiok
tiarap,tiarok
tiarap,tilungkuik
tiaraplah,tiaraplah
tiba,sampai
tiba,tibo
tiba-tiba,tibo-tibo
tidak,indak
tidak,indaw
tidak,ndak
tidak ada,indak ado
tidak bahagia,indak bahagia
tidak bisa,indak bisa
tidak bisa,ndak bisa
tidak diketahui,indak tau
tidak jujur,indak jujur
tidak langsung,indak lansuang
tidak nyaman,indak nyaman
tidak pernah,indak pernah
tidak sabar,indak saba
tidak seperti,indak mode
tidak sepertinya,indak modenyo
tidak setuju,indak satuju
tidak wajar,indak wajar
tidakkah,indakkah
tidakkah,indaklah
tidakkah,ndakkah
tidakkk,indak
tidaknya,indaknyo
tidur,lalok
tidur,tido
tidur,tidua
tiduran,lalok-lalok
tidurku,lalok den
tidurlah,lalok lah
tidurmu,lalok ang/kau
tidurnya,laloknyo
tifus,tipus
tiga,tigo
tigaa,tigo
tigapuluh,tigo puluah
tiket,karcis
tiket,karicih
tiket,tikek
tiket,tiket
tiket,"tiket, karacis"
tiketku,tiket den
tiketmu,tiket ang/kau
tiketnya,tiketnyo
tikungan,kelok
tikungan,pakelokan
tikungan,tikuangan
tikus,manciek
tikus,mancik
tikus,"mancik, tikuih"
tikus,monciak
tikus,tikuih
tikusnya,mancik nyo
tilang,tilang
tim,kalompok
tim,rombongan
tim,tim
timbangannya,timbangan nyo
timbulkan,timbul an
timbun,timbun
timku,tim den
timur,matoari tabik
timur,timua
timur,timur
timur,tomuor
tindakan,tindaan
tindakan,tindakan
tindakanku,tindakan den
tindik,tindiak
tinggal,tingga
tinggal,tinggau
tinggalah,tinggala
tinggali,tinggali
tinggalkan,tinggaan
tinggalkan,tinggahkan
tinggalkan,tinggakan
tinggalkanlah,tinggakan lah
tinggalku,tingga den
tinggallah,tingga lah
tinggi,tenggi
tinggi,tinggi
tinggi,tinggia
tinggi,tonjang
tinggiku,tinggi den
tingkah laku,tingkah laku
tingkahmu,tingkah ang/kau
tingkat,tingkeik
tingkat,tingkek
tingkatkan,tingkek an
tinjauan,tinjauan
tinju,tinju
tinjuku,tinju den
tinjumu,tinju ang/kau
tinjunya,tinjunyo
tinta,dawaik
tinta,tinta
tip,tip
tipe,tipe
tipeku,tipe den
tipemu,tipe ang/kau
tipu,tipu
tipuan,tipuan
tirai,tirai
tirainya,tirainyo
tiri,tiri
tiriku,tiri den
tirimu,tiri ang/kau
tiruannya,tiruannyo
tisu,tisu
titik,titiak
titik,titiek
titip,titip
titipkan,titip an
titiskan,titis an
tiupan,tiupan
tiupkan,tiup an
tobat,tobat
toiletnya,toiletnyo
tokoh,bantuak
tokoh,potongan
tokomu,toko ang/kau
tokonya,tokonyo
tol,pintu cukai
tol,rumah cukai
toliet,kamar mandi
toliet,toilet/wc
tolol,bongak
tolol,madak
tolong,bantu
tolong,toloang
tolong,tolong
tolong,tulung
tolonglah,bantualah
tolonglah,bantulah
tolonglah,toloanglah
tolonglah,tolonganlah
tolonglah,tolonglah
tolonglah,tulunglah
tomat,rimbang paranggi
tomat,taruang paranggi
tomat,tomaik
tomat,tomat
tombol,panakan
tombol,tomboi
tombolnya,tombolnyo
tongkat,tungkek
tongkat (sepotong kayu),tungkek
tongkatmu,tungkek ang/kau
tonton,tonton
tontonan,tontonan
tontonlah,tontonlah
topeng,tipuan
topeng,topeng
topeng,tutuik muko
topengku,topeng den
topengnya,topengnyo
topi,topi
topii,topi
topik,bahan kecek
topik,pokok pambicaroan
topikmu,topik ang/kau
topiknya,topiknyo
topiku,topi den
topimu,topi ang/kau
topinya,topinyo
torpedo,kapa parang
torpedo,kapa tarpedo
torpedo,sanjato paieda
total,etongan
total,jumalah
totalnya,totalnnyo
tradisi,taradisi
tradisional,manuruik adaik
trakingnya,trakingnyo
transmisinya,transmisinyo
transportasiku,transportasi den
trik,caro
trik,usao
trotoar,tapi jaian gadang
trukku,oto den
trukmu,oto ang/kau
tuaku,tua den
tuamu,tua ang/kau
tuan,tuan
tuan rumah,tuan rumah
tuangkan,tuang an
tuanmu,tuan ang/kau
tuannya,tuannyo
tuasnya,tuasnyo
tubuh,badan
tubuh,tubuah
tubuhku,tubuh den
tubuhmu,tubuh ang/kau
tuduhan,dawa
tuduhan,tuduhan
tugas,tugaih
tugas,tugas
tugas,tuge
tugas,tugeh
tugaskan,tugas an
tugasku,tugas den
tugasmu,tugas ang/kau
tuhan,tuanola
tuhan,tuhan
tuhanku,tuhan den
tuhanmu,tuhan ang/kau
tuhannya,tuhannyo
tuju,tuju
tujuan,arah
tujuan,tuju
tujuan,tujuan
tujuanku,tujuan den
tujuanmu,tujuan ang/kau
tujuh,tujuah
tujuh,tujuoh
tujuh belas,tujuah baleh
tujuhpuluh,tujuah puluah
tukang,pakarajo
tukang,tukang
tukar,tuka/ganti
tulang,balong
tulang,tulang
tulangku,tulang den
tulangmu,tulang ang/kau
tulangnya,tulangnyo
tuli,tuli
tulisan,karangan
tulisan,tulisan
tulisanmu,tulisan ang/kau
tulislah,tulihlah
tulislah,tulislah
tumbuh,tubuah
tumbuh,tumbuah
tumbuh,tumbuoh
tumbuhlah,tumbuah lah
tumit,tumik
tumitnya,tumiknyo
tumpahkan,tumpah an
tumpangan,tumpangan 
tumpangannya,tumpangan nyo
tumpukanmu,tumpuk an ang/kau
tumpukkan,tumpuak an
tuna,ikan ambu-ambu
tunai,tunai
tunangan,tunangan
tunanganku,tunangan den/ambo/awak
tunanganmu,tunangan ang/kau
tunda,tunda
tunduk,manyarah kalah
tunduk,runduak
tunduk,taaluak
tunduk,tunduak
tundukkan,tunduak an
tungau,tungau
tunggangi,tunggangi/baok/naiak
tunggu,bekolah
tunggu,nantik
tunggu,sabanta
tunggu,tunggu
tunggulah,tunggulah
tunjangan,tunjangan
tunjukan,tunjuk an
tunjukkan,caliek an
tunjukkan,maagitau
tunjukkan,tunjuak'an
tunjukkan,tunjuakan
tunjukkan,tunjuan
tunjukkan,tunjukhan
tunjukkan,tunjukkan
tunjukkan,tunjuokkan
tuntut,tuntuik
tuntutannya,tuntutannyo
tupai,tupai
turun,kabawah
turun,turun
turun,tuwun
turuni,turuni
turunkan,tughunan
turunkan,turun'an
turunkan,turunan
turunkan,tuwuan
turunkanlah,turunan lah
turunlah,turunlah
turuti,turuti
tusukannya,tusuak an nyo
tusukkan,tusuk an
tutup,sauk
tutup,tutuik
tutupnya,tutuiknyo
uangku,pitih den/ambo/awak
uangmu,pitih ang/kau
uangnya,pintihnyo
uangnya,piti
uangnya,piti nyo
uangnya,pitihnyo
uangnya,pitinyo
uap,uok
ubah,ubah
ubannya,ubannyo
ucap,ucap
ucapan,kecek
ucapan,pidato
ucapan,ucapan
ucapanku,ucapan den/awak/ambo
ucapanmu,ucapan ang/kau
ucapkan,ucap an
udah,alah
udahan,alah an
udahlah,dah lah
udang,udang
udara,udaro
udaraku,udaro den/ambo/awak
ujiannya,ujiannyo
ujung,akia
ujung,kasudahan
ujung,mukasuik
ujung,ujuang
ukuran,aturan
ukuran,ukuran
ulahku,ulah den/awak/ambo
ulang,buek lai
ulang,ulag
ulang,ulak
ulang,ulang
ulang tahun,ulang tahun
ulangan,ulangan
ulangi,ulangi
ulangnya,ulangnyo
ular,ula
ulurkan,ulur an
umatku,umat den/awak/ambo
umpamakan,umpamokan
umpan,makanan ampuak
umpan,pamikek ati
umpan,sasaran
umpan,umpan
umpan balik,umpan baliak
umpankan,umpanan
umpanku,umpan den/awak/ambo
umpannya,umpannyo
umum,biaso
umum,umuam
umum,umum
umumkan,umum an
umurku,umur den/ambo/awak
umurmu,umur ang/kau
undang,undang
undangan,panggian
undangan,undangan
undangan,urang nan diundang
undanganku,undanngan den/awak/ambo
undangannya,undangannyo
ungkapan,garakâ° garik
ungkapan,katarangan
ungkapan,ungkapan
ungkapannya,ungkapannyo
ungkapkan,ungkapan
ungu,limbayuang
ungu,warno bungo taruang
universitas,paguruan tinggi
universitas,sikola tinggi
universitas,universitas
unsur,anasia
unsur,unsua
untuk,kapado
untuk,kepado
untuk,ntuk
untuk,untuak
untukku,untuak den/ambo/awak
untukmu,untuk ang/kau
untuknya,untuaknyo
untuknya,untuik inyo
untuknya,untuknya
untunglah,untuanglah
untungnya,untuangnyo
upacara,upacara
upah,rasiko
upah,upah
upahku,upah den/awak/ambo
upahnya,upahnyo
upayakan,upayoan
urusan,paralu
urusan,urusan
urusan,usuran
urusanku,urusan den/ambo/awak
urusanmu,urusan ang/kau
urusannya,urusannyo
uruskan,urus an
uruslah,uruslah
urutan,urutan
urutannya,urutannyo
usah,ijan
usah,jaan
usah,jan
usah,jen
usah,usah
usahakan,usahoan
usahakanlah,usahoanlah
usahaku,usaho den/ambo/awak
usahamu,usaho ang/kau
usiaku,usia den
usiamu,usia ang
usiamu,usia kau
usil,usil
usir,usia
usulkan,usulan
usus,tali paruik
usus,tambunsu
usus,usuih
ususku,usus den
utama,utamo
utamakan,utamoan
utamaku,utama ambo
utamaku,utama awak
utamaku,utama den
utang,utang 
utangmu,utang ang
utangmu,utang kau
utara,utara
utara,utaro
utarakan,utaroan
utusan,suruhan
utusan,utusan
utusanku,utusan abo
utusanku,utusan awak 
utusanku,utusan den
utuslah,utuslah
vaksin,vaksin
vaksinasi,vasinasi
vaksinnya,vaksinnyo
versi: kapan,bilo
virusnya,virusnyo
visi,pamikiran
visi,pandangan
visi,pangamatan
vital,paniiang bana
vital,sangaik paralu
vitamin,pitamin
volume,banyaknyo
volume,gadangnyo
volume,isi
volume,kakuatan
wabah,abah
wabah,waba
wabah,wabah
wabahnya,wabahnyo
wajah,muko
wajah,rupo
wajahku,wajah ambo
wajahku,wajah awak
wajahku,wajah den
wajahmu,wajah ang
wajahmu,wajah kau
wakil,utusan
wakil,wakia
waktu,maso
waktu,wakatu
waktu,wakotu
waktu,waktu
waktu luang,waktu luang
waktuku,wakatu ambo
waktuku,wakatu awak
waktuku,wakatu den
waktumu,wakatu ang
waktumu,wakatu kau
waktunya,masonyo
waktunya,wakatunyo
waktunya,wakotunyo
waktunya,waktunyo
walaupun,biapun
walaupun,walaupun
wali,kapalo pamarentah
walikota,pambimbiang kota
walikota,pangarah kota
walikota,panuntun kota
wanginya,wanginyo
wanita,batino
wanita,padusi
wanita,"pidusi, gadih"
wanita,wanita
wanitaku,wanita ambo
wanitaku,wanita awak 
wanitaku,wanita den
wanitamu,wanita ang
wanitamu,wanita kau
wanitanya,wanitanyo
waras,waras
warga,masarakat
warga,masyarakaik
warga,masyarakek
warga,warga
warga,wargo
warganegara,warga negara
warna,rupo
warna,warna
warna,warno
wartawan,jurnalih
wartawan,wartawan
wartawannya,wartawannyo
warung,kadai
warung,lampau
wasiat,usiaik
wasiat,wasiat
wasit,panangah
wasit,pangantaro
wasit,tukang larai
wasit,wasik
wasit,wasit
waspadai,waspaadai
waspadalah,waspadalah
wastafel,wastafel
wataknya,wataknyo
wawancara,tanyo-jawauk
wawancara,wawancaro
wawasanku,wawasan ambo
wawasanku,wawasan awak
wawasanku,wawasan den
wibawamu,wibawa ang
wibawamu,wibawa kau
wilayah,daerah
wilayah,wilayah
wilayah,wilayoh
wilayahmu,wilayah ang
wilayahmu,wilayah kau
wisata,bajalan-jalan
wisata,pai piknik
woi,oi
wortel,wortel
wow,wow
wujudkan,wujuik an
yaa,yo
yakinkan,yakinan
yakinlah,yakinlah
yatim,yatim
yayasan,yayasan
zaman,jaman
zaman,maso
zaman,zaman
zat,akikaik
zat,ujuik
zat,zaik
zona,daerah kaidupan
zona,zone
